"Year","Value","Products.and.product.groups"
2006,117,"Other dairy products"
2006,111.9,"Eggs"
2006,113.6,"Bakery and cereal products (excluding baby food)"
2006,118.2,"Bakery products"
2006,126,"Bread, rolls and buns"
2006,110,"Cookies and crackers"
2006,111.8,"Other bakery products"
2006,105.3,"Cereal products (excluding baby food)"
2006,105.1,"Rice and rice-based mixes"
2006,106.2,"Breakfast cereal and other cereal products (excluding baby food)"
2006,103.2,"Pasta products"
2006,102.1,"Flour and flour-based mixes"
2006,101.3,"Fruit, fruit preparations and nuts"
2006,98.4,"Fresh fruit"
2006,101.7,"Apples"
2006,100,"Oranges"
2006,102.6,"Bananas"
2006,96.9,"Other fresh fruit"
2006,105.9,"Preserved fruit and fruit preparations"
2006,106.8,"Fruit juices"
2006,103.7,"Other preserved fruit and fruit preparations"
2006,103.5,"Nuts and seeds"
2006,98.4,"Vegetables and vegetable preparations"
2006,95.3,"Fresh vegetables"
2006,91,"Potatoes"
2006,106.7,"Tomatoes"
2006,86.4,"Lettuce"
2006,98.6,"Other fresh vegetables"
2006,109.2,"Preserved vegetables and vegetable preparations"
2006,108.2,"Frozen and dried vegetables"
2006,109.9,"Canned vegetables and other vegetable preparations"
2006,108.9,"Other food products and non-alcoholic beverages"
2006,112.1,"Sugar and confectionery"
2006,99.9,"Sugar and syrup"
2006,114.5,"Confectionery"
2006,110.3,"Edible fats and oils"
2006,110.6,"Margarine"
2006,110,"Other edible fats and oils"
2006,109.8,"Coffee and tea"
2006,111,"Coffee"
2006,106.3,"Tea"
2006,103.8,"Condiments, spices and vinegars"
2006,111.1,"Other food preparations"
2006,109.2,"Soup"
2006,100.7,"Baby foods"
2006,119.4,"Frozen food preparations"
2006,107.4,"All other food preparations"
2006,103.8,"Non-alcoholic beverages"
2006,111.1,"Food purchased from restaurants"
2006,111.8,"Food purchased from table-service restaurants"
2006,109.4,"Food purchased from fast food and take-out restaurants"
2006,111.1,"Food purchased from cafeterias and other restaurants"
2006,113.1,"Shelter"
2006,104.4,"Rented accommodation"
2006,104.3,"Rent"
2006,107.6,"Tenants' insurance premiums"
2006,105.3,"Tenants' maintenance, repairs and other expenses"
2006,113.7,"Owned accommodation"
2006,102.7,"Mortgage interest cost"
2006,127.8,"Homeowners' replacement cost"
2006,113.4,"Property taxes and other special charges"
2006,140.8,"Homeowners' home and mortgage insurance"
2006,110,"Homeowners' maintenance and repairs"
2006,122.7,"Other owned accommodation expenses"
2006,125.9,"Water, fuel and electricity"
2006,110.8,"Electricity"
2006,123,"Water"
2006,140.5,"Natural gas"
2006,165.9,"Fuel oil and other fuels"
2006,102.2,"Household operations, furnishings and equipment"
2006,104.8,"Household operations"
2006,101.2,"Communications"
2006,100.9,"Telephone services"
2006,116.9,"Postal and other communications services"
2006,108.6,"Child care and housekeeping services"
2006,107.3,"Child care services"
2006,111.8,"Housekeeping services"
2006,103,"Household cleaning products"
2006,98,"Detergents and soaps (other than personal care)"
2006,107.8,"Other household cleaning products"
2006,104.7,"Paper, plastic and aluminum foil supplies"
2006,104.3,"Paper supplies"
2006,106.2,"Plastic and aluminum foil supplies"
2006,108.3,"Other household goods and services"
2006,104.4,"Pet food and supplies"
2006,108.9,"Seeds, plants and cut flowers"
2006,97.1,"Other horticultural goods"
2006,97.8,"Other household supplies"
2006,117.8,"Other household services"
2006,97.4,"Household furnishings and equipment"
2006,99.3,"Furniture and household textiles"
2006,97.9,"Furniture"
2006,94.4,"Upholstered furniture"
2006,101.1,"Wooden furniture"
2006,98.6,"Other furniture"
2006,104,"Household textiles"
2006,107.8,"Window coverings"
2006,98.8,"Bedding and other household textiles"
2006,112.1,"Area rugs and mats"
2006,91.4,"Household equipment"
2006,92.2,"Household appliances"
2006,91.8,"Cooking appliances"
2006,90.7,"Refrigerators and freezers"
2006,95.8,"Laundry and dishwashing appliances"
2006,91.3,"Other household appliances"
2006,91.2,"Non-electric kitchen utensils, tableware and cookware"
2006,90.6,"Tools and other household equipment"
2006,90.5,"Household tools (including lawn, garden and snow removal equipment)"
2006,90.8,"Other household equipment"
2006,119.7,"Services related to household furnishings and equipment"
2006,95.8,"Clothing and footwear"
2006,92.9,"Clothing"
2006,93.8,"Women's clothing"
2006,94.2,"Men's clothing"
2006,87.2,"Children's clothing"
2006,96.6,"Footwear"
2006,99,"Women's footwear (excluding athletic)"
2006,99.6,"Men's footwear (excluding athletic)"
2006,96.1,"Children's footwear (excluding athletic)"
2006,91.6,"Athletic footwear"
2006,102.2,"Clothing accessories, watches and jewellery"
2006,99.2,"Leather clothing accessories"
2006,93.1,"Other clothing accessories"
2006,99.5,"Watches"
2006,108.4,"Jewellery"
2006,110.2,"Clothing material, notions and services"
2006,100.7,"Clothing material and notions"
2006,108.5,"Laundry services"
2006,114.2,"Dry cleaning services"
2006,113.3,"Other clothing services"
2006,115.2,"Transportation"
2006,115.3,"Private transportation"
2006,100.7,"Purchase, leasing and rental of passenger vehicles"
2006,100.7,"Purchase and leasing of passenger vehicles"
2006,101.6,"Purchase of passenger vehicles"
2006,95.6,"Leasing of passenger vehicles"
2006,99.9,"Rental of passenger vehicles"
2006,128.7,"Operation of passenger vehicles"
2006,139.8,"Gasoline"
2006,113.5,"Passenger vehicle parts, maintenance and repairs"
2006,110.1,"Passenger vehicle parts, accessories and supplies"
2006,115.2,"Passenger vehicle maintenance and repair services"
2006,123.5,"Other passenger vehicle operating expenses"
2006,124.7,"Passenger vehicle insurance premiums"
2006,106.4,"Passenger vehicle registration fees"
2006,142.3,"Drivers' licences"
2006,118.1,"Parking fees"
2006,110.3,"All other passenger vehicle operating expenses"
2006,113.6,"Public transportation"
2006,116.7,"Local and commuter transportation"
2006,115,"City bus and subway transportation"
2006,120.2,"Taxi and other local and commuter transportation services"
2006,111.7,"Inter-city transportation"
2006,110.4,"Air transportation"
2006,116.4,"Rail, highway bus and other inter-city transportation"
2006,105.9,"Health and personal care"
2006,108.7,"Health care"
2006,103.3,"Health care goods"
2006,102,"Medicinal and pharmaceutical products"
2006,101.2,"Prescribed medicines (excluding medicinal cannabis)"
2006,103.1,"Non-prescribed medicines"
2006,106.1,"Eye care goods"
2006,101.8,"Other health care goods"
2006,116.2,"Health care services"
2006,115,"Dental care services"
2006,119.4,"Other health care services"
2006,103.2,"Personal care"
2006,98.9,"Personal care supplies and equipment"
2006,97.9,"Personal soap"
2006,98.2,"Toiletry items and cosmetics"
2006,98.9,"Oral-hygiene products"
2006,101.1,"Other personal care supplies and equipment"
2006,109.3,"Personal care services"
2006,100.6,"Recreation, education and reading"
2006,96.1,"Recreation"
2006,78,"Recreational equipment and services (excluding recreational vehicles)"
2006,90.1,"Sporting and exercise equipment"
2006,92.8,"Toys, games (excluding video games) and hobby supplies"
2006,49.1,"Digital computing equipment and devices"
2006,74.4,"Photographic equipment and supplies"
2006,89.2,"Other recreational equipment"
2006,95.7,"Recreational services"
2006,109.3,"Purchase and operation of recreational vehicles"
2006,101.2,"Purchase of recreational vehicles and outboard motors"
2006,122.2,"Operation of recreational vehicles"
2006,126.8,"Fuel, parts and accessories for recreational vehicles"
2006,119.3,"Insurance, licences and other services for recreational vehicles"
2006,89,"Home entertainment equipment, parts and services"
2006,83.8,"Audio equipment"
2006,72.9,"Video equipment"
2006,104.7,"Rental of digital media"
2006,93.3,"Purchase of digital media"
2006,114.6,"Other home entertainment equipment, parts and services"
2006,89.1,"Travel services"
2006,77.8,"Traveller accommodation"
2006,102.7,"Travel tours"
2006,114.4,"Other cultural and recreational services"
2006,113.1,"Spectator entertainment (excluding video and audio subscription services)"
2006,116.8,"Video and audio subscription services"
2006,112.5,"Use of recreational facilities and services"
2006,114.4,"Education and reading"
2006,116.2,"Education"
2006,119.6,"Tuition fees"
2006,106.3,"School textbooks and supplies"
2006,109.8,"Other lessons, courses and education services"
2006,108.9,"Reading material (excluding textbooks)"
2006,111.9,"Newspapers"
2006,116.1,"Magazines and periodicals"
2006,101.3,"Books and reading material (excluding textbooks)"
2006,121.7,"Alcoholic beverages, tobacco products and recreational cannabis"
2006,108.4,"Alcoholic beverages"
2006,111.4,"Alcoholic beverages served in licensed establishments"
2006,111.8,"Beer served in licensed establishments"
2006,110.1,"Wine served in licensed establishments"
2006,111.7,"Liquor served in licensed establishments"
2006,106.9,"Alcoholic beverages purchased from stores"
2006,109.5,"Beer purchased from stores"
2006,103.8,"Wine purchased from stores"
2006,104.2,"Liquor purchased from stores"
2006,132.6,"Tobacco products and smokers' supplies"
2006,132.5,"Cigarettes"
2006,133.6,"Other tobacco products and smokers' supplies"
2006,107.5,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
2006,107.2,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
2006,109.2,"All-items excluding food"
2006,106.9,"All-items excluding food and energy"
2006,109.6,"All-items excluding mortgage interest cost"
2006,108.6,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
2006,109.1,"All-items excluding alcoholic beverages and recreational cannabis"
2006,108.6,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
2006,107.6,"All-items excluding shelter"
2006,107.2,"All-items excluding energy"
2006,107.9,"All-items excluding gasoline"
2006,106.8,"All-items excluding shelter, insurance and financial services"
2006,108.7,"Private transportation excluding gasoline"
2006,116.4,"Food and energy"
2006,96.6,"Fresh fruit and vegetables"
2006,132.8,"Energy"
2006,109.1,"Housing (1986 definition)"
2006,111.8,"Shelter (1986 definition)"
2006,109.1,"Goods and services"
2006,107.1,"Goods"
2006,96.2,"Durable goods"
2006,96.2,"Semi-durable goods"
2006,115.9,"Non-durable goods"
2006,121.9,"Non-durable goods excluding food purchased from stores"
2006,111,"Non-durable goods excluding food purchased from stores and energy"
2006,106.8,"Goods excluding food purchased from stores"
2006,100.1,"Goods excluding food purchased from stores and energy"
2006,111.1,"Services"
2006,110.8,"Services excluding shelter services"
2007,111.5,"All-items"
2007,111.8,"Food"
2007,110.9,"Food purchased from stores"
2007,111.1,"Meat"
2007,107.9,"Fresh or frozen meat (excluding poultry)"
2007,109.1,"Fresh or frozen beef"
2007,101.5,"Fresh or frozen pork"
2007,117.9,"Other fresh or frozen meat (excluding poultry)"
2007,120.9,"Fresh or frozen poultry"
2007,122.9,"Fresh or frozen chicken"
2007,111,"Other fresh or frozen poultry"
2007,108.1,"Processed meat"
2007,106.2,"Ham and bacon"
2007,109.5,"Other processed meat"
2007,100.1,"Fish, seafood and other marine products"
2007,103,"Fish"
2007,103.5,"Fresh or frozen fish (including portions and fish sticks)"
2007,101.7,"Canned and other preserved fish"
2007,92.7,"Seafood and other marine products"
2007,119.8,"Dairy products and eggs"
2007,119.9,"Dairy products"
2007,116.9,"Fresh milk"
2007,119.7,"Butter"
2007,123,"Cheese"
2007,116.7,"Ice cream and related products"
2007,120.6,"Other dairy products"
2007,118.4,"Eggs"
2007,118.1,"Bakery and cereal products (excluding baby food)"
2007,123.6,"Bakery products"
2007,135,"Bread, rolls and buns"
2007,112.3,"Cookies and crackers"
2007,114.1,"Other bakery products"
2007,108.4,"Cereal products (excluding baby food)"
2007,107.7,"Rice and rice-based mixes"
2007,108.1,"Breakfast cereal and other cereal products (excluding baby food)"
2007,109.8,"Pasta products"
2007,103.6,"Flour and flour-based mixes"
2007,105.7,"Fruit, fruit preparations and nuts"
2007,99.6,"Fresh fruit"
2007,103.3,"Apples"
2007,108,"Oranges"
2007,102.9,"Bananas"
2007,96.2,"Other fresh fruit"
2007,116.2,"Preserved fruit and fruit preparations"
2007,120.7,"Fruit juices"
2007,104.3,"Other preserved fruit and fruit preparations"
2007,104.9,"Nuts and seeds"
2007,98.6,"Vegetables and vegetable preparations"
2007,95.2,"Fresh vegetables"
2007,82.1,"Potatoes"
2007,94.2,"Tomatoes"
2007,84.6,"Lettuce"
2007,103.8,"Other fresh vegetables"
2007,111,"Preserved vegetables and vegetable preparations"
2007,110.5,"Frozen and dried vegetables"
2007,111.4,"Canned vegetables and other vegetable preparations"
2007,110.1,"Other food products and non-alcoholic beverages"
2007,112.9,"Sugar and confectionery"
2007,100,"Sugar and syrup"
2007,115.4,"Confectionery"
2007,114.2,"Edible fats and oils"
2007,114.5,"Margarine"
2007,113.8,"Other edible fats and oils"
2007,110.3,"Coffee and tea"
2007,111,"Coffee"
2007,108.5,"Tea"
2007,104.9,"Condiments, spices and vinegars"
2007,111.1,"Other food preparations"
2007,110.2,"Soup"
2007,101.9,"Baby foods"
2007,119.2,"Frozen food preparations"
2007,107.2,"All other food preparations"
2007,106.4,"Non-alcoholic beverages"
2007,114.1,"Food purchased from restaurants"
2007,114.7,"Food purchased from table-service restaurants"
2007,112.9,"Food purchased from fast food and take-out restaurants"
2007,114.1,"Food purchased from cafeterias and other restaurants"
2007,116.9,"Shelter"
2007,106,"Rented accommodation"
2007,106,"Rent"
2007,106.8,"Tenants' insurance premiums"
2007,108.2,"Tenants' maintenance, repairs and other expenses"
2007,119.3,"Owned accommodation"
2007,108.9,"Mortgage interest cost"
2007,135.4,"Homeowners' replacement cost"
2007,117,"Property taxes and other special charges"
2007,150.2,"Homeowners' home and mortgage insurance"
2007,110.4,"Homeowners' maintenance and repairs"
2007,129.8,"Other owned accommodation expenses"
2007,126.6,"Water, fuel and electricity"
2007,112.9,"Electricity"
2007,131.9,"Water"
2007,131.3,"Natural gas"
2007,172.5,"Fuel oil and other fuels"
2007,103.2,"Household operations, furnishings and equipment"
2007,106.6,"Household operations"
2007,102.1,"Communications"
2007,101.6,"Telephone services"
2007,120.7,"Postal and other communications services"
2007,113.4,"Child care and housekeeping services"
2007,112.6,"Child care services"
2007,115.9,"Housekeeping services"
2007,104.2,"Household cleaning products"
2007,97.8,"Detergents and soaps (other than personal care)"
2007,109.9,"Other household cleaning products"
2007,106.3,"Paper, plastic and aluminum foil supplies"
2007,106.2,"Paper supplies"
2007,106.7,"Plastic and aluminum foil supplies"
2007,109.9,"Other household goods and services"
2007,103.4,"Pet food and supplies"
2007,106.8,"Seeds, plants and cut flowers"
2007,98.4,"Other horticultural goods"
2007,97.2,"Other household supplies"
2007,122.4,"Other household services"
2007,97.3,"Household furnishings and equipment"
2007,99.2,"Furniture and household textiles"
2007,97.6,"Furniture"
2007,95.7,"Upholstered furniture"
2007,99.9,"Wooden furniture"
2007,98,"Other furniture"
2007,104.9,"Household textiles"
2007,112.1,"Window coverings"
2007,98.9,"Bedding and other household textiles"
2007,109.8,"Area rugs and mats"
2007,90.1,"Household equipment"
2007,90.2,"Household appliances"
2007,88.6,"Cooking appliances"
2007,87.1,"Refrigerators and freezers"
2007,95.3,"Laundry and dishwashing appliances"
2007,91,"Other household appliances"
2007,89.5,"Non-electric kitchen utensils, tableware and cookware"
2007,89.9,"Tools and other household equipment"
2007,89.8,"Household tools (including lawn, garden and snow removal equipment)"
2007,90,"Other household equipment"
2007,129.3,"Services related to household furnishings and equipment"
2007,95.7,"Clothing and footwear"
2007,92.2,"Clothing"
2007,93.3,"Women's clothing"
2007,93.2,"Men's clothing"
2007,86,"Children's clothing"
2007,95.9,"Footwear"
2007,98.5,"Women's footwear (excluding athletic)"
2007,98.8,"Men's footwear (excluding athletic)"
2007,95.4,"Children's footwear (excluding athletic)"
2007,90.9,"Athletic footwear"
2007,105.3,"Clothing accessories, watches and jewellery"
2007,99.8,"Leather clothing accessories"
2007,92.7,"Other clothing accessories"
2007,102.9,"Watches"
2007,113.4,"Jewellery"
2007,112.6,"Clothing material, notions and services"
2007,99.9,"Clothing material and notions"
2007,109.2,"Laundry services"
2007,118.3,"Dry cleaning services"
2007,118.5,"Other clothing services"
2007,117.1,"Transportation"
2007,117.3,"Private transportation"
2007,99.3,"Purchase, leasing and rental of passenger vehicles"
2007,99.3,"Purchase and leasing of passenger vehicles"
2007,100.1,"Purchase of passenger vehicles"
2007,94.4,"Leasing of passenger vehicles"
2007,103.2,"Rental of passenger vehicles"
2007,134,"Operation of passenger vehicles"
2007,146.1,"Gasoline"
2007,118.1,"Passenger vehicle parts, maintenance and repairs"
2007,114.1,"Passenger vehicle parts, accessories and supplies"
2007,120.1,"Passenger vehicle maintenance and repair services"
2007,127.8,"Other passenger vehicle operating expenses"
2007,129.7,"Passenger vehicle insurance premiums"
2007,106.4,"Passenger vehicle registration fees"
2007,142.3,"Drivers' licences"
2007,125.4,"Parking fees"
2007,113.7,"All other passenger vehicle operating expenses"
2007,114.6,"Public transportation"
2007,119.4,"Local and commuter transportation"
2007,118.1,"City bus and subway transportation"
2007,121.9,"Taxi and other local and commuter transportation services"
2007,111.9,"Inter-city transportation"
2007,110.1,"Air transportation"
2007,119.3,"Rail, highway bus and other inter-city transportation"
2007,107.3,"Health and personal care"
2007,110.8,"Health care"
2007,104.1,"Health care goods"
2007,102.2,"Medicinal and pharmaceutical products"
2007,101.4,"Prescribed medicines (excluding medicinal cannabis)"
2007,103.4,"Non-prescribed medicines"
2007,108.8,"Eye care goods"
2007,105,"Other health care goods"
2007,120.2,"Health care services"
2007,119.2,"Dental care services"
2007,123,"Other health care services"
2007,103.9,"Personal care"
2007,98.1,"Personal care supplies and equipment"
2007,94.6,"Personal soap"
2007,97.6,"Toiletry items and cosmetics"
2007,99.6,"Oral-hygiene products"
2007,99.9,"Other personal care supplies and equipment"
2007,112,"Personal care services"
2007,101.8,"Recreation, education and reading"
2007,96.7,"Recreation"
2007,72.8,"Recreational equipment and services (excluding recreational vehicles)"
2007,86.1,"Sporting and exercise equipment"
2007,89.8,"Toys, games (excluding video games) and hobby supplies"
2007,40.7,"Digital computing equipment and devices"
2007,67.2,"Photographic equipment and supplies"
2007,87.7,"Other recreational equipment"
2007,94.8,"Recreational services"
2007,111.8,"Purchase and operation of recreational vehicles"
2007,101.6,"Purchase of recreational vehicles and outboard motors"
2007,127.8,"Operation of recreational vehicles"
2007,133.4,"Fuel, parts and accessories for recreational vehicles"
2007,124.2,"Insurance, licences and other services for recreational vehicles"
2007,86.1,"Home entertainment equipment, parts and services"
2007,81.3,"Audio equipment"
2007,66.2,"Video equipment"
2007,107,"Rental of digital media"
2007,90.5,"Purchase of digital media"
2007,122.6,"Other home entertainment equipment, parts and services"
2007,92.3,"Travel services"
2007,79.8,"Traveller accommodation"
2007,106.3,"Travel tours"
2007,118.3,"Other cultural and recreational services"
2007,114,"Spectator entertainment (excluding video and audio subscription services)"
2007,122.7,"Video and audio subscription services"
2007,116.4,"Use of recreational facilities and services"
2007,117.4,"Education and reading"
2007,119.6,"Education"
2007,123.2,"Tuition fees"
2007,107.8,"School textbooks and supplies"
2007,114.5,"Other lessons, courses and education services"
2007,110.3,"Reading material (excluding textbooks)"
2007,116.2,"Newspapers"
2007,117.5,"Magazines and periodicals"
2007,99.7,"Books and reading material (excluding textbooks)"
2007,125.5,"Alcoholic beverages, tobacco products and recreational cannabis"
2007,110.4,"Alcoholic beverages"
2007,113.3,"Alcoholic beverages served in licensed establishments"
2007,113,"Beer served in licensed establishments"
2007,111.8,"Wine served in licensed establishments"
2007,115,"Liquor served in licensed establishments"
2007,108.9,"Alcoholic beverages purchased from stores"
2007,112.1,"Beer purchased from stores"
2007,104.5,"Wine purchased from stores"
2007,106.5,"Liquor purchased from stores"
2007,138.4,"Tobacco products and smokers' supplies"
2007,138.4,"Cigarettes"
2007,139.1,"Other tobacco products and smokers' supplies"
2007,109.8,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
2007,109.2,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
2007,111.4,"All-items excluding food"
2007,109,"All-items excluding food and energy"
2007,111.7,"All-items excluding mortgage interest cost"
2007,110.9,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
2007,111.5,"All-items excluding alcoholic beverages and recreational cannabis"
2007,110.9,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
2007,109.4,"All-items excluding shelter"
2007,109.5,"All-items excluding energy"
2007,110.1,"All-items excluding gasoline"
2007,108.4,"All-items excluding shelter, insurance and financial services"
2007,109.5,"Private transportation excluding gasoline"
2007,119.3,"Food and energy"
2007,97,"Fresh fruit and vegetables"
2007,135.9,"Energy"
2007,112.2,"Housing (1986 definition)"
2007,115.7,"Shelter (1986 definition)"
2007,111.5,"Goods and services"
2007,108,"Goods"
2007,94.7,"Durable goods"
2007,96,"Semi-durable goods"
2007,118.4,"Non-durable goods"
2007,124.2,"Non-durable goods excluding food purchased from stores"
2007,112.6,"Non-durable goods excluding food purchased from stores and energy"
2007,107.1,"Goods excluding food purchased from stores"
2007,99.6,"Goods excluding food purchased from stores and energy"
2007,114.8,"Services"
2007,113.8,"Services excluding shelter services"
2008,114.1,"All-items"
2008,115.7,"Food"
2008,115.2,"Food purchased from stores"
2008,113.4,"Meat"
2008,109.9,"Fresh or frozen meat (excluding poultry)"
2008,111.3,"Fresh or frozen beef"
2008,102.9,"Fresh or frozen pork"
2008,119.6,"Other fresh or frozen meat (excluding poultry)"
2008,125.1,"Fresh or frozen poultry"
2008,128,"Fresh or frozen chicken"
2008,109.7,"Other fresh or frozen poultry"
2008,109.2,"Processed meat"
2008,103,"Ham and bacon"
2008,112.6,"Other processed meat"
2008,101.2,"Fish, seafood and other marine products"
2008,105.3,"Fish"
2008,105.3,"Fresh or frozen fish (including portions and fish sticks)"
2008,105.3,"Canned and other preserved fish"
2008,90.8,"Seafood and other marine products"
2008,124.5,"Dairy products and eggs"
2008,124.6,"Dairy products"
2008,123,"Fresh milk"
2008,123.6,"Butter"
2008,125.8,"Cheese"
2008,121.9,"Ice cream and related products"
2008,126.4,"Other dairy products"
2008,123.3,"Eggs"
2008,132.4,"Bakery and cereal products (excluding baby food)"
2008,137.5,"Bakery products"
2008,155.4,"Bread, rolls and buns"
2008,116.5,"Cookies and crackers"
2008,125.5,"Other bakery products"
2008,123.4,"Cereal products (excluding baby food)"
2008,126.4,"Rice and rice-based mixes"
2008,110.2,"Breakfast cereal and other cereal products (excluding baby food)"
2008,144.8,"Pasta products"
2008,139.3,"Flour and flour-based mixes"
2008,107.4,"Fruit, fruit preparations and nuts"
2008,101.2,"Fresh fruit"
2008,111.8,"Apples"
2008,98.9,"Oranges"
2008,119,"Bananas"
2008,95.5,"Other fresh fruit"
2008,117.4,"Preserved fruit and fruit preparations"
2008,121.9,"Fruit juices"
2008,105.8,"Other preserved fruit and fruit preparations"
2008,109.8,"Nuts and seeds"
2008,100.6,"Vegetables and vegetable preparations"
2008,96.5,"Fresh vegetables"
2008,89.9,"Potatoes"
2008,99.3,"Tomatoes"
2008,85.8,"Lettuce"
2008,102.9,"Other fresh vegetables"
2008,115.3,"Preserved vegetables and vegetable preparations"
2008,114.6,"Frozen and dried vegetables"
2008,115.7,"Canned vegetables and other vegetable preparations"
2008,112.8,"Other food products and non-alcoholic beverages"
2008,115.6,"Sugar and confectionery"
2008,102.7,"Sugar and syrup"
2008,118.1,"Confectionery"
2008,129.7,"Edible fats and oils"
2008,127.5,"Margarine"
2008,132.3,"Other edible fats and oils"
2008,112.4,"Coffee and tea"
2008,112.8,"Coffee"
2008,111.3,"Tea"
2008,107.4,"Condiments, spices and vinegars"
2008,114.3,"Other food preparations"
2008,114.7,"Soup"
2008,107.9,"Baby foods"
2008,122.8,"Frozen food preparations"
2008,109.5,"All other food preparations"
2008,106.5,"Non-alcoholic beverages"
2008,117,"Food purchased from restaurants"
2008,117.8,"Food purchased from table-service restaurants"
2008,115.2,"Food purchased from fast food and take-out restaurants"
2008,117,"Food purchased from cafeterias and other restaurants"
2008,122,"Shelter"
2008,107.8,"Rented accommodation"
2008,107.8,"Rent"
2008,105.5,"Tenants' insurance premiums"
2008,108.3,"Tenants' maintenance, repairs and other expenses"
2008,124.6,"Owned accommodation"
2008,117.6,"Mortgage interest cost"
2008,139.4,"Homeowners' replacement cost"
2008,121.3,"Property taxes and other special charges"
2008,154.5,"Homeowners' home and mortgage insurance"
2008,109.5,"Homeowners' maintenance and repairs"
2008,133.7,"Other owned accommodation expenses"
2008,135.5,"Water, fuel and electricity"
2008,113.2,"Electricity"
2008,145.4,"Water"
2008,146.8,"Natural gas"
2008,225.4,"Fuel oil and other fuels"
2008,104.6,"Household operations, furnishings and equipment"
2008,109.7,"Household operations"
2008,105.2,"Communications"
2008,105.9,"Telephone services"
2008,122.2,"Postal and other communications services"
2008,120.3,"Child care and housekeeping services"
2008,119.3,"Child care services"
2008,123.1,"Housekeeping services"
2008,105.2,"Household cleaning products"
2008,98,"Detergents and soaps (other than personal care)"
2008,112.5,"Other household cleaning products"
2008,106.5,"Paper, plastic and aluminum foil supplies"
2008,106.7,"Paper supplies"
2008,106.1,"Plastic and aluminum foil supplies"
2008,112.7,"Other household goods and services"
2008,105.2,"Pet food and supplies"
2008,105.9,"Seeds, plants and cut flowers"
2008,101.9,"Other horticultural goods"
2008,96,"Other household supplies"
2008,128.2,"Other household services"
2008,95.9,"Household furnishings and equipment"
2008,97.5,"Furniture and household textiles"
2008,95.7,"Furniture"
2008,92.2,"Upholstered furniture"
2008,98.7,"Wooden furniture"
2008,97.5,"Other furniture"
2008,103.9,"Household textiles"
2008,113.5,"Window coverings"
2008,97.5,"Bedding and other household textiles"
2008,106.4,"Area rugs and mats"
2008,87.6,"Household equipment"
2008,87.4,"Household appliances"
2008,86.8,"Cooking appliances"
2008,84.8,"Refrigerators and freezers"
2008,90.8,"Laundry and dishwashing appliances"
2008,88.1,"Other household appliances"
2008,87.1,"Non-electric kitchen utensils, tableware and cookware"
2008,87.8,"Tools and other household equipment"
2008,87.8,"Household tools (including lawn, garden and snow removal equipment)"
2008,87.8,"Other household equipment"
2008,139.1,"Services related to household furnishings and equipment"
2008,93.8,"Clothing and footwear"
2008,89.2,"Clothing"
2008,89.2,"Women's clothing"
2008,91.6,"Men's clothing"
2008,83.4,"Children's clothing"
2008,93.8,"Footwear"
2008,96.4,"Women's footwear (excluding athletic)"
2008,96.7,"Men's footwear (excluding athletic)"
2008,93.5,"Children's footwear (excluding athletic)"
2008,88.9,"Athletic footwear"
2008,108.2,"Clothing accessories, watches and jewellery"
2008,100.1,"Leather clothing accessories"
2008,91.9,"Other clothing accessories"
2008,103.4,"Watches"
2008,119.7,"Jewellery"
2008,115.3,"Clothing material, notions and services"
2008,100.3,"Clothing material and notions"
2008,111.6,"Laundry services"
2008,121.5,"Dry cleaning services"
2008,123.6,"Other clothing services"
2008,119.5,"Transportation"
2008,119.3,"Private transportation"
2008,92.6,"Purchase, leasing and rental of passenger vehicles"
2008,92.4,"Purchase and leasing of passenger vehicles"
2008,93.2,"Purchase of passenger vehicles"
2008,88,"Leasing of passenger vehicles"
2008,102.6,"Rental of passenger vehicles"
2008,144.7,"Operation of passenger vehicles"
2008,164.7,"Gasoline"
2008,121,"Passenger vehicle parts, maintenance and repairs"
2008,117.2,"Passenger vehicle parts, accessories and supplies"
2008,122.9,"Passenger vehicle maintenance and repair services"
2008,133.6,"Other passenger vehicle operating expenses"
2008,135.8,"Passenger vehicle insurance premiums"
2008,107.1,"Passenger vehicle registration fees"
2008,149.2,"Drivers' licences"
2008,132.8,"Parking fees"
2008,119.9,"All other passenger vehicle operating expenses"
2008,121.4,"Public transportation"
2008,124.5,"Local and commuter transportation"
2008,123.9,"City bus and subway transportation"
2008,125.5,"Taxi and other local and commuter transportation services"
2008,119.5,"Inter-city transportation"
2008,118,"Air transportation"
2008,124.5,"Rail, highway bus and other inter-city transportation"
2008,108.8,"Health and personal care"
2008,112.8,"Health care"
2008,104.6,"Health care goods"
2008,102.4,"Medicinal and pharmaceutical products"
2008,101.1,"Prescribed medicines (excluding medicinal cannabis)"
2008,104.6,"Non-prescribed medicines"
2008,110,"Eye care goods"
2008,106.2,"Other health care goods"
2008,124.2,"Health care services"
2008,123.4,"Dental care services"
2008,126.9,"Other health care services"
