"Year","Value","Products.and.product.groups"
2008,104.9,"Personal care"
2008,98.2,"Personal care supplies and equipment"
2008,96.8,"Personal soap"
2008,97.5,"Toiletry items and cosmetics"
2008,101,"Oral-hygiene products"
2008,98.6,"Other personal care supplies and equipment"
2008,114.4,"Personal care services"
2008,102.2,"Recreation, education and reading"
2008,96.5,"Recreation"
2008,68.9,"Recreational equipment and services (excluding recreational vehicles)"
2008,87.5,"Sporting and exercise equipment"
2008,92.5,"Toys, games (excluding video games) and hobby supplies"
2008,35.3,"Digital computing equipment and devices"
2008,57.1,"Photographic equipment and supplies"
2008,85.3,"Other recreational equipment"
2008,94.2,"Recreational services"
2008,110.8,"Purchase and operation of recreational vehicles"
2008,97.5,"Purchase of recreational vehicles and outboard motors"
2008,134.5,"Operation of recreational vehicles"
2008,143.5,"Fuel, parts and accessories for recreational vehicles"
2008,128.5,"Insurance, licences and other services for recreational vehicles"
2008,81.9,"Home entertainment equipment, parts and services"
2008,75.9,"Audio equipment"
2008,60.1,"Video equipment"
2008,108.6,"Rental of digital media"
2008,87.9,"Purchase of digital media"
2008,131.2,"Other home entertainment equipment, parts and services"
2008,94.8,"Travel services"
2008,81.8,"Traveller accommodation"
2008,109,"Travel tours"
2008,123,"Other cultural and recreational services"
2008,118.2,"Spectator entertainment (excluding video and audio subscription services)"
2008,128.7,"Video and audio subscription services"
2008,119.6,"Use of recreational facilities and services"
2008,119.6,"Education and reading"
2008,123.1,"Education"
2008,127.4,"Tuition fees"
2008,108.9,"School textbooks and supplies"
2008,117.1,"Other lessons, courses and education services"
2008,107.3,"Reading material (excluding textbooks)"
2008,119.4,"Newspapers"
2008,119,"Magazines and periodicals"
2008,90.3,"Books and reading material (excluding textbooks)"
2008,127.5,"Alcoholic beverages, tobacco products and recreational cannabis"
2008,111.8,"Alcoholic beverages"
2008,115.5,"Alcoholic beverages served in licensed establishments"
2008,116,"Beer served in licensed establishments"
2008,112.7,"Wine served in licensed establishments"
2008,117.1,"Liquor served in licensed establishments"
2008,109.9,"Alcoholic beverages purchased from stores"
2008,113.2,"Beer purchased from stores"
2008,104.6,"Wine purchased from stores"
2008,108.3,"Liquor purchased from stores"
2008,141.2,"Tobacco products and smokers' supplies"
2008,141.2,"Cigarettes"
2008,142,"Other tobacco products and smokers' supplies"
2008,111.7,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
2008,110.4,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
2008,113.8,"All-items excluding food"
2008,110.3,"All-items excluding food and energy"
2008,113.9,"All-items excluding mortgage interest cost"
2008,113.5,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
2008,114.1,"All-items excluding alcoholic beverages and recreational cannabis"
2008,113.5,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
2008,111.2,"All-items excluding shelter"
2008,111.3,"All-items excluding energy"
2008,112.1,"All-items excluding gasoline"
2008,110.1,"All-items excluding shelter, insurance and financial services"
2008,106.9,"Private transportation excluding gasoline"
2008,126.2,"Food and energy"
2008,98.5,"Fresh fruit and vegetables"
2008,149.3,"Energy"
2008,116.1,"Housing (1986 definition)"
2008,120.6,"Shelter (1986 definition)"
2008,114.1,"Goods and services"
2008,109.4,"Goods"
2008,89.7,"Durable goods"
2008,94.5,"Semi-durable goods"
2008,124.4,"Non-durable goods"
2008,131.5,"Non-durable goods excluding food purchased from stores"
2008,113.5,"Non-durable goods excluding food purchased from stores and energy"
2008,107.5,"Goods excluding food purchased from stores"
2008,96.9,"Goods excluding food purchased from stores and energy"
2008,118.7,"Services"
2008,117.3,"Services excluding shelter services"
2009,114.4,"All-items"
2009,121.4,"Food"
2009,121.5,"Food purchased from stores"
2009,118.4,"Meat"
2009,115.5,"Fresh or frozen meat (excluding poultry)"
2009,117.7,"Fresh or frozen beef"
2009,106.6,"Fresh or frozen pork"
2009,123.6,"Other fresh or frozen meat (excluding poultry)"
2009,130.3,"Fresh or frozen poultry"
2009,134,"Fresh or frozen chicken"
2009,109.9,"Other fresh or frozen poultry"
2009,113.4,"Processed meat"
2009,104.3,"Ham and bacon"
2009,118.2,"Other processed meat"
2009,108.6,"Fish, seafood and other marine products"
2009,114.3,"Fish"
2009,114.2,"Fresh or frozen fish (including portions and fish sticks)"
2009,114.6,"Canned and other preserved fish"
2009,93.7,"Seafood and other marine products"
2009,128.9,"Dairy products and eggs"
2009,129.1,"Dairy products"
2009,127.8,"Fresh milk"
2009,126.7,"Butter"
2009,129.2,"Cheese"
2009,128.9,"Ice cream and related products"
2009,132.3,"Other dairy products"
2009,125.4,"Eggs"
2009,137.9,"Bakery and cereal products (excluding baby food)"
2009,143.4,"Bakery products"
2009,160.2,"Bread, rolls and buns"
2009,122.8,"Cookies and crackers"
2009,133,"Other bakery products"
2009,127.9,"Cereal products (excluding baby food)"
2009,138.9,"Rice and rice-based mixes"
2009,114.8,"Breakfast cereal and other cereal products (excluding baby food)"
2009,148.2,"Pasta products"
2009,137.7,"Flour and flour-based mixes"
2009,113.1,"Fruit, fruit preparations and nuts"
2009,107.6,"Fresh fruit"
2009,111.2,"Apples"
2009,106.3,"Oranges"
2009,138.9,"Bananas"
2009,101,"Other fresh fruit"
2009,121.4,"Preserved fruit and fruit preparations"
2009,123.7,"Fruit juices"
2009,115.4,"Other preserved fruit and fruit preparations"
2009,118.7,"Nuts and seeds"
2009,110.2,"Vegetables and vegetable preparations"
2009,105.8,"Fresh vegetables"
2009,103.8,"Potatoes"
2009,101.6,"Tomatoes"
2009,97.4,"Lettuce"
2009,112.6,"Other fresh vegetables"
2009,126.2,"Preserved vegetables and vegetable preparations"
2009,123.4,"Frozen and dried vegetables"
2009,128,"Canned vegetables and other vegetable preparations"
2009,120.5,"Other food products and non-alcoholic beverages"
2009,124.2,"Sugar and confectionery"
2009,111.4,"Sugar and syrup"
2009,126.7,"Confectionery"
2009,140.6,"Edible fats and oils"
2009,142.3,"Margarine"
2009,138.7,"Other edible fats and oils"
2009,118.1,"Coffee and tea"
2009,117.9,"Coffee"
2009,118.8,"Tea"
2009,113.9,"Condiments, spices and vinegars"
2009,121.1,"Other food preparations"
2009,125.5,"Soup"
2009,122.3,"Baby foods"
2009,123.8,"Frozen food preparations"
2009,118.2,"All other food preparations"
2009,115.2,"Non-alcoholic beverages"
2009,121.1,"Food purchased from restaurants"
2009,121.8,"Food purchased from table-service restaurants"
2009,119.4,"Food purchased from fast food and take-out restaurants"
2009,121.1,"Food purchased from cafeterias and other restaurants"
2009,121.6,"Shelter"
2009,109.5,"Rented accommodation"
2009,109.5,"Rent"
2009,107.1,"Tenants' insurance premiums"
2009,111.7,"Tenants' maintenance, repairs and other expenses"
2009,125.9,"Owned accommodation"
2009,118,"Mortgage interest cost"
2009,135.8,"Homeowners' replacement cost"
2009,125.4,"Property taxes and other special charges"
2009,160.9,"Homeowners' home and mortgage insurance"
2009,115.9,"Homeowners' maintenance and repairs"
2009,133.1,"Other owned accommodation expenses"
2009,125.9,"Water, fuel and electricity"
2009,115.2,"Electricity"
2009,156.8,"Water"
2009,117.3,"Natural gas"
2009,158,"Fuel oil and other fuels"
2009,107.3,"Household operations, furnishings and equipment"
2009,113.2,"Household operations"
2009,105.7,"Communications"
2009,106.5,"Telephone services"
2009,126.5,"Postal and other communications services"
2009,125.7,"Child care and housekeeping services"
2009,124.1,"Child care services"
2009,129.5,"Housekeeping services"
2009,109.5,"Household cleaning products"
2009,101.3,"Detergents and soaps (other than personal care)"
2009,118.2,"Other household cleaning products"
2009,111.1,"Paper, plastic and aluminum foil supplies"
2009,111.5,"Paper supplies"
2009,110.1,"Plastic and aluminum foil supplies"
2009,119.5,"Other household goods and services"
2009,115.3,"Pet food and supplies"
2009,107.8,"Seeds, plants and cut flowers"
2009,105.6,"Other horticultural goods"
2009,97.6,"Other household supplies"
2009,137.6,"Other household services"
2009,97.2,"Household furnishings and equipment"
2009,98.6,"Furniture and household textiles"
2009,96.3,"Furniture"
2009,95.7,"Upholstered furniture"
2009,100.8,"Wooden furniture"
2009,93.8,"Other furniture"
2009,106.6,"Household textiles"
2009,116.3,"Window coverings"
2009,98.4,"Bedding and other household textiles"
2009,112.9,"Area rugs and mats"
2009,88.4,"Household equipment"
2009,87.4,"Household appliances"
2009,86.5,"Cooking appliances"
2009,86.2,"Refrigerators and freezers"
2009,90,"Laundry and dishwashing appliances"
2009,87.4,"Other household appliances"
2009,87,"Non-electric kitchen utensils, tableware and cookware"
2009,89.6,"Tools and other household equipment"
2009,89.5,"Household tools (including lawn, garden and snow removal equipment)"
2009,89.7,"Other household equipment"
2009,145.8,"Services related to household furnishings and equipment"
2009,93.4,"Clothing and footwear"
2009,87.6,"Clothing"
2009,86.7,"Women's clothing"
2009,90.8,"Men's clothing"
2009,82.9,"Children's clothing"
2009,94.3,"Footwear"
2009,95.1,"Women's footwear (excluding athletic)"
2009,96.1,"Men's footwear (excluding athletic)"
2009,98,"Children's footwear (excluding athletic)"
2009,91,"Athletic footwear"
2009,112.2,"Clothing accessories, watches and jewellery"
2009,96.2,"Leather clothing accessories"
2009,88.6,"Other clothing accessories"
2009,103.3,"Watches"
2009,130.7,"Jewellery"
2009,118.9,"Clothing material, notions and services"
2009,99.9,"Clothing material and notions"
2009,114.6,"Laundry services"
2009,127.7,"Dry cleaning services"
2009,126.1,"Other clothing services"
2009,113.1,"Transportation"
2009,112.1,"Private transportation"
2009,87.2,"Purchase, leasing and rental of passenger vehicles"
2009,87,"Purchase and leasing of passenger vehicles"
2009,87.7,"Purchase of passenger vehicles"
2009,82.8,"Leasing of passenger vehicles"
2009,103.1,"Rental of passenger vehicles"
2009,135.7,"Operation of passenger vehicles"
2009,135.8,"Gasoline"
2009,125,"Passenger vehicle parts, maintenance and repairs"
2009,122.8,"Passenger vehicle parts, accessories and supplies"
2009,126.1,"Passenger vehicle maintenance and repair services"
2009,140.7,"Other passenger vehicle operating expenses"
2009,143.6,"Passenger vehicle insurance premiums"
2009,107.3,"Passenger vehicle registration fees"
2009,149.5,"Drivers' licences"
2009,141,"Parking fees"
2009,126.9,"All other passenger vehicle operating expenses"
2009,122.3,"Public transportation"
2009,128.8,"Local and commuter transportation"
2009,126.4,"City bus and subway transportation"
2009,133.9,"Taxi and other local and commuter transportation services"
2009,118.6,"Inter-city transportation"
2009,117.2,"Air transportation"
2009,122.6,"Rail, highway bus and other inter-city transportation"
2009,112.1,"Health and personal care"
2009,115.9,"Health care"
2009,106.7,"Health care goods"
2009,105.2,"Medicinal and pharmaceutical products"
2009,103.4,"Prescribed medicines (excluding medicinal cannabis)"
2009,108.1,"Non-prescribed medicines"
2009,110.2,"Eye care goods"
2009,109.1,"Other health care goods"
2009,128.7,"Health care services"
2009,126.7,"Dental care services"
2009,134.9,"Other health care services"
2009,108.6,"Personal care"
2009,102.1,"Personal care supplies and equipment"
2009,103.5,"Personal soap"
2009,99.5,"Toiletry items and cosmetics"
2009,117.5,"Oral-hygiene products"
2009,100.1,"Other personal care supplies and equipment"
2009,117.7,"Personal care services"
2009,103.1,"Recreation, education and reading"
2009,96.4,"Recreation"
2009,65.3,"Recreational equipment and services (excluding recreational vehicles)"
2009,83.5,"Sporting and exercise equipment"
2009,91.3,"Toys, games (excluding video games) and hobby supplies"
2009,31.6,"Digital computing equipment and devices"
2009,51.9,"Photographic equipment and supplies"
2009,83.5,"Other recreational equipment"
2009,96.5,"Recreational services"
2009,112.7,"Purchase and operation of recreational vehicles"
2009,100.1,"Purchase of recreational vehicles and outboard motors"
2009,134.4,"Operation of recreational vehicles"
2009,135.7,"Fuel, parts and accessories for recreational vehicles"
2009,133.3,"Insurance, licences and other services for recreational vehicles"
2009,78.3,"Home entertainment equipment, parts and services"
2009,70.8,"Audio equipment"
2009,54.5,"Video equipment"
2009,107.7,"Rental of digital media"
2009,88.4,"Purchase of digital media"
2009,137.6,"Other home entertainment equipment, parts and services"
2009,94,"Travel services"
2009,79.7,"Traveller accommodation"
2009,110.5,"Travel tours"
2009,128.7,"Other cultural and recreational services"
2009,122.8,"Spectator entertainment (excluding video and audio subscription services)"
2009,135.8,"Video and audio subscription services"
2009,124.3,"Use of recreational facilities and services"
2009,124.1,"Education and reading"
2009,127.6,"Education"
2009,132.5,"Tuition fees"
2009,112.7,"School textbooks and supplies"
2009,119.6,"Other lessons, courses and education services"
2009,112.1,"Reading material (excluding textbooks)"
2009,125.8,"Newspapers"
2009,120.4,"Magazines and periodicals"
2009,95.5,"Books and reading material (excluding textbooks)"
2009,130.7,"Alcoholic beverages, tobacco products and recreational cannabis"
2009,114.2,"Alcoholic beverages"
2009,119.4,"Alcoholic beverages served in licensed establishments"
2009,120.8,"Beer served in licensed establishments"
2009,114.8,"Wine served in licensed establishments"
2009,120.5,"Liquor served in licensed establishments"
2009,111.7,"Alcoholic beverages purchased from stores"
2009,115.6,"Beer purchased from stores"
2009,104.7,"Wine purchased from stores"
2009,110.5,"Liquor purchased from stores"
2009,145.5,"Tobacco products and smokers' supplies"
2009,145.4,"Cigarettes"
2009,147,"Other tobacco products and smokers' supplies"
2009,113.6,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
2009,112.3,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
2009,113,"All-items excluding food"
2009,111.5,"All-items excluding food and energy"
2009,114.3,"All-items excluding mortgage interest cost"
2009,113.8,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
2009,114.4,"All-items excluding alcoholic beverages and recreational cannabis"
2009,113.8,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
